run_id,line,total_overload_index,positive_overload_index,negative_overload_index,maximum_overload_mw,overloaded_run_hours,maximum_market_utilization,overload_during_shedding_index,shedding_associated_with_overload_mw,rd_volume,curtailment,scenario,case_study,design,sigma
1,27,124192.79551460152,0.0,124192.79551460153,4116.578449252565,58,2.731587453966443,120806.0196914375,99381.9113716821,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,28,0.0,0.0,0.0,0.0,0,0.5319675317593676,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,29,0.0,0.0,0.0,0.0,0,0.3900329297224358,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,3,1427.4186685518557,1427.4186685518562,0.0,351.98843391598484,10,1.1480595508196572,1427.4186685518557,26245.0320384562,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,30,0.0,0.0,0.0,0.0,0,0.2276051725086436,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,31,0.0,0.0,0.0,0.0,0,0.1569043872342084,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,32,0.0,0.0,0.0,0.0,0,0.2264526570371285,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,34,97930.00191018329,97930.00191018329,0.0,2021.8721826120432,98,3.9380057608428456,72670.21925036833,99381.9113716821,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,35,0.0,0.0,0.0,0.0,0,0.7047701730231418,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,36,0.0,0.0,0.0,0.0,0,0.3523850865115711,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,37,0.0,0.0,0.0,0.0,0,0.311992537429797,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,38,0.0,0.0,0.0,0.0,0,0.4299469061577824,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,39,0.0,0.0,0.0,0.0,0,0.8997627292268242,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,4,3108.548227992618,0.0,3108.5482279926186,539.5262003536373,11,1.2269449765467657,3108.548227992618,41048.299292851916,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,40,1114.95936923112,0.0,1114.9593692311205,383.3377606336289,4,1.1612462546572635,1114.95936923112,17803.74450909011,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,5,0.0,0.0,0.0,0.0,0,0.8523428097158698,0.0,0.0,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,6,1294.5061142898094,0.0,1294.506114289809,589.7881616681357,4,1.248087044576523,1294.5061142898094,4539.617776756876,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
1,7,20683.47483307993,20683.47483307993,0.0,1034.2835455843187,79,2.502929335199605,12627.840199024107,84026.10278198001,25965884.44901178,5855627.337925776,nl34_z1_sigma0,Case Study 1,Country-wide,
